description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id
"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]",22149,36384,52,"[[], ['IBA', 'TAS', 'NAS', 'IEA'], [], ['IBA', 'TAS', 'NAS', 'IEA'], ['IBA', 'IEA'], ['HDA'], ['HDA', 'IBA', 'TAS', 'NAS', 'IEA'], [], ['HDA', 'IBA', 'TAS', 'NAS', 'IEA'], [], [], [], [], [], [], ['HDA', 'IBA'], [], ['HDA'], ['HDA'], ['TAS', 'NAS', 'IEA'], [], [], [], [], ['HDA'], ['IDA', 'HDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['HDA', 'IBA', 'TAS', 'IEA'], ['HDA', 'TAS'], [], ['IDA', 'IPI', 'HDA', 'TAS', 'NAS', 'IEA'], ['HDA'], [], [], [], ['IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], [], [], [], [], [], [], ['IBA', 'IEA'], ['IDA', 'HDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['HDA'], ['IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['HDA', 'TAS'], ['HDA', 'IBA', 'TAS', 'NAS', 'IEA'], [], [], [], ['HDA'], [], [], [], [], ['HDA', 'IBA', 'TAS', 'NAS', 'IEA'], [], ['HDA', 'TAS', 'IEA'], [], ['HDA', 'IBA', 'TAS', 'NAS', 'IEA'], [], ['IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'HDA', 'TAS', 'IEA'], [], ['NAS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], ['HDA'], [], ['HDA'], [], [], ['HDA', 'IBA', 'TAS', 'NAS', 'IEA'], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], ['IEA'], ['HDA', 'IBA', 'IEA'], [], [], [], [], [], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], ['HDA'], [], [], [], [], [], [], ['IBA', 'TAS', 'NAS', 'IEA'], [], [], [], [], [], [], ['HDA', 'TAS'], ['HDA', 'IBA', 'TAS', 'NAS', 'IEA'], [], [], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], [], [], [], [], [], [], ['HDA'], [], [], ['HDA'], [], [], [], [], ['HDA'], ['HDA'], ['HDA', 'TAS'], []]",extracellular region,GO:0005576,0.00682775100844567,['GO:0110165'],0.3333333333333333,query_1,156,0.012212306247064349,True,GO:CC,4258,194,5
"""The binding activity of a molecule that brings together a protein or a protein complex with a membrane, or bringing together two membranes, either via membrane lipid binding or by interacting with a membrane protein, to establish or maintain the localization of the protein, protein complex or organelle."" [GOC:go_curators]",20246,5267,5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], ['IMP'], [], [], []]",protein-membrane adaptor activity,GO:0043495,0.008218733850438753,['GO:0030674'],0.03424657534246575,query_1,146,0.11904761904761904,True,GO:MF,42,5267,3
PI3K-Akt signaling pathway,8484,40498,11,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], ['KEGG'], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",PI3K-Akt signaling pathway,KEGG:04151,0.009683393440504708,['KEGG:00000'],0.15942028985507245,query_1,69,0.03089887640449438,True,KEGG,356,285,10
"""Binding to monomeric or multimeric forms of actin, including actin filaments."" [GOC:clt]",20246,348,13,"[[], [], [], [], [], ['IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IBA'], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'ISS', 'IEA'], [], ['IBA', 'TAS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['NAS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IBA', 'NAS', 'IEA'], [], [], []]",actin binding,GO:0003779,0.012902033955674018,['GO:0008092'],0.08904109589041095,query_1,146,0.029411764705882353,True,GO:MF,442,348,1
Focal adhesion,8484,40526,8,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], ['KEGG'], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Focal adhesion,KEGG:04510,0.016847517168292685,['KEGG:00000'],0.11594202898550725,query_1,69,0.039603960396039604,True,KEGG,202,313,11
"""Any complex of actin, myosin, and accessory proteins."" [GOC:go_curators]",22149,37969,6,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IBA'], [], [], [], [], [], [], [], ['IDA', 'IBA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IEA'], [], [], []]",actomyosin,GO:0042641,0.017228886036723404,"['GO:0015629', 'GO:0110165']",0.038461538461538464,query_1,156,0.06451612903225806,True,GO:CC,93,1779,7
"""Binding to a protein component of a cytoskeleton (actin, microtubule, or intermediate filament cytoskeleton)."" [GOC:mah]",20246,1514,20,"[[], [], [], [], [], ['IBA', 'IEA'], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], ['NAS'], [], [], ['IEA'], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], ['IDA', 'ISS', 'IBA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IBA'], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], ['IDA', 'IBA'], [], [], [], ['IDA', 'ISS', 'IEA'], [], ['IBA', 'TAS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], ['TAS', 'IEA'], [], [], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], ['IDA', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['NAS', 'IEA'], [], [], [], [], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IBA'], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IBA', 'NAS', 'IEA'], [], [], []]",cytoskeletal protein binding,GO:0008092,0.022711828318546106,['GO:0005515'],0.136986301369863,query_1,146,0.01998001998001998,True,GO:MF,1001,1514,1
Adaptive Immune System,11004,40901,20,"[[], ['REAC'], [], ['REAC'], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], ['REAC'], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], ['REAC'], ['REAC'], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], ['REAC'], [], ['REAC'], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Adaptive Immune System,REAC:R-HSA-1280218,0.023626572436325845,['REAC:R-HSA-168256'],0.1941747572815534,query_1,103,0.024691358024691357,True,REAC,810,118,14
Human papillomavirus infection,8484,40659,10,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], ['KEGG'], [], [], ['KEGG'], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Human papillomavirus infection,KEGG:05165,0.023733534860680406,['KEGG:00000'],0.14492753623188406,query_1,69,0.030303030303030304,True,KEGG,330,446,12
"""The broad region around and including the plasma membrane of a cell, encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]",22149,38915,67,"[[], ['TAS', 'IEA'], [], ['TAS', 'IEA'], ['IEA'], [], ['TAS', 'IEA'], [], ['TAS', 'IEA'], [], [], [], [], [], [], ['IDA', 'IBA', 'IEA'], [], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['TAS', 'IEA'], [], ['ISS', 'IEA'], [], [], [], ['TAS', 'IEA'], ['HDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IBA', 'TAS', 'IEA'], [], ['IDA', 'HDA', 'ISS', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], [], [], ['IDA', 'IBA', 'IEA'], ['IEA'], [], [], [], [], ['IDA', 'IEA'], [], [], [], [], ['IDA', 'TAS', 'IEA'], [], [], [], ['IDA', 'IBA', 'TAS', 'IEA'], [], [], ['IBA', 'IEA'], ['IBA'], [], ['IEA'], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA'], [], [], [], ['IEA'], ['HDA', 'IEA'], [], ['IEA'], [], [], [], [], ['IBA', 'TAS'], [], [], [], ['IDA'], [], ['IBA'], ['TAS', 'IEA'], [], [], [], [], [], [], [], [], ['TAS', 'IEA'], [], ['IDA', 'HDA', 'ISS', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['TAS', 'IEA'], [], ['TAS', 'IEA'], ['IDA', 'IPI', 'HDA', 'ISS', 'TAS', 'NAS', 'IEA'], [], ['TAS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], [], [], [], [], [], [], ['IDA', 'IEA'], [], [], [], ['IEA'], [], ['TAS', 'IEA'], [], ['IDA', 'IEA'], [], [], [], [], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'TAS'], [], [], [], ['IEA'], [], [], [], ['IMP', 'TAS', 'IEA'], ['IDA', 'ISS', 'IEA'], [], ['ISS', 'TAS', 'NAS', 'IEA'], [], [], [], [], [], ['IBA'], [], [], ['TAS', 'IEA'], [], [], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['TAS', 'NAS', 'IEA'], ['IDA'], [], [], [], [], [], ['IDA', 'IBA', 'TAS', 'IEA'], [], ['IDA', 'IEA'], [], [], [], [], [], [], ['TAS', 'IEA'], [], [], [], ['IBA', 'TAS', 'NAS', 'IEA'], [], [], ['HDA', 'IEA'], ['TAS', 'IEA'], [], [], ['IDA', 'IPI', 'IMP', 'HDA', 'IBA', 'TAS', 'IEA'], [], [], [], ['IBA', 'TAS', 'IEA'], [], [], [], ['IDA'], [], ['IBA', 'TAS'], [], ['IEA'], [], [], ['IDA', 'IEA'], [], [], []]",cell periphery,GO:0071944,0.031077559000499716,['GO:0110165'],0.42948717948717946,query_1,156,0.010556168268473295,True,GO:CC,6347,2725,8
Immune System,11004,41966,36,"[[], ['REAC'], [], ['REAC'], [], ['REAC'], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], ['REAC'], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], ['REAC'], ['REAC'], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], ['REAC'], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], ['REAC'], ['REAC'], ['REAC'], [], [], [], [], ['REAC'], [], [], ['REAC'], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], [], ['REAC'], ['REAC'], [], ['REAC'], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], ['REAC'], []]",Immune System,REAC:R-HSA-168256,0.039795265584168,['REAC:0000000'],0.34951456310679613,query_1,103,0.017266187050359712,True,REAC,2085,1183,14
"""Binding to a macromolecular complex."" [GOC:jl]",20246,5529,23,"[[], [], [], [], [], ['IBA'], [], [], [], [], [], [], [], [], [], ['IDA'], [], ['IMP', 'IBA', 'TAS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IPI', 'IMP', 'IBA', 'NAS'], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], ['IMP', 'IBA', 'TAS'], [], [], [], [], [], [], [], [], [], [], [], ['IDA'], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['ISS'], [], ['IBA'], [], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], ['IDA'], [], [], [], [], [], [], [], [], ['IDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['TAS'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IBA'], [], [], [], [], [], [], [], [], [], [], [], [], ['IBA'], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], ['IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IBA'], [], [], [], [], [], [], [], ['IDA', 'IBA', 'NAS', 'IEA'], [], ['IDA'], []]",protein-containing complex binding,GO:0044877,0.04388340490388986,['GO:0005488'],0.15753424657534246,query_1,146,0.01750380517503805,True,GO:MF,1314,5529,4
Disease,11004,41537,33,"[[], ['REAC'], [], ['REAC'], [], ['REAC'], ['REAC'], [], ['REAC'], [], [], ['REAC'], [], [], [], [], [], [], ['REAC'], ['REAC'], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], ['REAC'], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], ['REAC'], ['REAC'], [], [], [], [], [], ['REAC'], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], [], [], ['REAC'], [], ['REAC'], ['REAC'], [], [], [], [], [], [], ['REAC'], [], [], ['REAC'], [], [], [], [], ['REAC'], [], [], []]",Disease,REAC:R-HSA-1643685,0.04446010295047094,['REAC:0000000'],0.32038834951456313,query_1,103,0.017905588714053174,True,REAC,1843,754,21
